,ANOING,SEMING,INGRESSO,INGRESSODESC,COTA,GRANDEAREA,GRANDEAREATEXTO,ETNIA,SEXO,CAMPUS,TURNO,NOMECURSO,SITUACAO,MOTIVOSAIDA,DEFICIENCIA,POSSUIDEFICIENCIA,CAMPUSSIGLA
65039,2023,1,PISM,Programa de Ingresso Seletivo Misto - Grupo B,Grupo B,CSA,CIÊNCIAS SOCIAIS APLICADAS,BRANCA,Feminino,JUIZ DE FORA,MATUTINO,SERVIÇO SOCIAL - 19A,ATIVO,A Especificar,Não Informada,Não,JF
65040,2023,1,PISM,Programa de Ingresso Seletivo Misto - Grupo C,Grupo C,CSA,CIÊNCIAS SOCIAIS APLICADAS,BRANCA,Feminino,JUIZ DE FORA,MATUTINO,SERVIÇO SOCIAL - 19A,ATIVO,A Especificar,Não Informada,Não,JF
65044,2023,2,VAGA OCIOSA,Transferência,Vaga Ociosa,CS,CIÊNCIAS DA SAÚDE,BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,ENFERMAGEM - 23A,ATIVO,A Especificar,Não Informada,Não,JF
65045,2023,2,VAGA OCIOSA,Transferência,Vaga Ociosa,CS,CIÊNCIAS DA SAÚDE,BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,ENFERMAGEM - 23A,ATIVO,A Especificar,Não Informada,Não,JF
65046,2023,1,PISM,Programa de Ingresso Seletivo Misto - Grupo C,Grupo C,LLA,"LINGÜÍSTICA, LETRAS E ARTES",BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,BACHARELADO EM ARTES VISUAIS - 94A,ATIVO,A Especificar,Não Informada,Não,JF
65047,2023,1,PISM,Programa de Ingresso Seletivo Misto - Grupo C,Grupo C,LLA,"LINGÜÍSTICA, LETRAS E ARTES",PARDA,Feminino,JUIZ DE FORA,INTEGRAL,BACHARELADO EM ARTES VISUAIS - 94A,ATIVO,A Especificar,Não Informada,Não,JF
65048,2023,1,PISM,Programa de Ingresso Seletivo Misto - Grupo C,Grupo C,LLA,"LINGÜÍSTICA, LETRAS E ARTES",BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,BACHARELADO EM ARTES VISUAIS - 94A,ATIVO,A Especificar,Não Informada,Não,JF
65049,2023,1,PISM,Programa de Ingresso Seletivo Misto - Grupo C,Grupo C,LLA,"LINGÜÍSTICA, LETRAS E ARTES",BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,BACHARELADO EM ARTES VISUAIS - 94A,ATIVO,A Especificar,Não Informada,Não,JF
65050,2023,1,PISM,Programa de Ingresso Seletivo Misto - Grupo C,Grupo C,LLA,"LINGÜÍSTICA, LETRAS E ARTES",BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,BACHARELADO EM ARTES VISUAIS - 94A,ATIVO,A Especificar,Não Informada,Não,JF
65051,2023,1,PISM,Programa de Ingresso Seletivo Misto - Grupo C,Grupo C,LLA,"LINGÜÍSTICA, LETRAS E ARTES",BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,BACHARELADO EM ARTES VISUAIS - 94A,ATIVO,A Especificar,Não Informada,Não,JF
65052,2023,1,PISM,Programa de Ingresso Seletivo Misto - Grupo C,Grupo C,LLA,"LINGÜÍSTICA, LETRAS E ARTES",BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,BACHARELADO EM ARTES VISUAIS - 94A,ATIVO,A Especificar,Não Informada,Não,JF
65055,2025,1,VAGA OCIOSA,Mudança de Curso,Não se aplica,ECC,ENGENHARIAS,BRANCA,Feminino,JUIZ DE FORA,NOTURNO,ENGENHARIA DE PRODUÇÃO - 49A,ATIVO,A Especificar,Não Informada,Não,JF
65056,2023,1,SISU,SISU - GRUPO C,Grupo C,CSA,CIÊNCIAS SOCIAIS APLICADAS,BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,DIREITO - 04A,ATIVO,A Especificar,Não Informada,Não,JF
65058,2023,1,PISM,Programa de Ingresso Seletivo Misto - Grupo E,Grupo E,LLA,"LINGÜÍSTICA, LETRAS E ARTES",BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,BACHARELADO EM ARTES VISUAIS - 94A,ATIVO,A Especificar,Não Informada,Não,JF
65060,2023,1,PISM,Programa de Ingresso Seletivo Misto - Grupo E,Grupo E,LLA,"LINGÜÍSTICA, LETRAS E ARTES",BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,BACHARELADO EM ARTES VISUAIS - 94A,ATIVO,A Especificar,Não Informada,Não,JF
65061,2023,1,PISM,Programa de Ingresso Seletivo Misto - Grupo C,Grupo C,LLA,"LINGÜÍSTICA, LETRAS E ARTES",BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,BACHARELADO EM ARTES VISUAIS - 94A,ATIVO,A Especificar,Não Informada,Não,JF
65063,2023,1,SISU,SISU - GRUPO C,Grupo C,CH,CIÊNCIAS HUMANAS,BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,FILOSOFIA - 08L,ATIVO,A Especificar,Não Informada,Não,JF
65070,2026,1,SISU,SISU - GRUPO D,Grupo D,CH,CIÊNCIAS HUMANAS,PARDA,Feminino,JUIZ DE FORA,INTEGRAL,ABI - GEOGRAFIA - 10ABI,ATIVO,A Especificar,Não Informada,Não,JF
65079,2023,2,SISU,SISU - GRUPO A,Grupo A,CS,CIÊNCIAS DA SAÚDE,PRETA,Feminino,JUIZ DE FORA,INTEGRAL,NUTRIÇÃO - 64A,ATIVO,A Especificar,Não Informada,Não,JF
65084,2025,2,PISM,Programa de Ingresso Seletivo Misto - Grupo C,Grupo C,CS,CIÊNCIAS DA SAÚDE,BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,FISIOTERAPIA - 20A,ATIVO,A Especificar,Não Informada,Não,JF
65088,2023,1,PISM,Programa de Ingresso Seletivo Misto - Grupo E,Grupo E,CH,CIÊNCIAS HUMANAS,BRANCA,Feminino,JUIZ DE FORA,MATUTINO,PEDAGOGIA - 17A,ATIVO,A Especificar,Não Informada,Não,JF
65089,2023,1,PISM,Programa de Ingresso Seletivo Misto - Grupo A,Grupo A,CH,CIÊNCIAS HUMANAS,PRETA,Feminino,JUIZ DE FORA,MATUTINO,PEDAGOGIA - 17A,ATIVO,A Especificar,Não Informada,Não,JF
65090,2023,1,PISM,Programa de Ingresso Seletivo Misto - Grupo D,Grupo D,CH,CIÊNCIAS HUMANAS,PARDA,Feminino,JUIZ DE FORA,MATUTINO,PEDAGOGIA - 17A,ATIVO,A Especificar,Não Informada,Não,JF
65092,2023,1,PISM,Programa de Ingresso Seletivo Misto - Grupo C,Grupo C,CH,CIÊNCIAS HUMANAS,PRETA,Feminino,JUIZ DE FORA,MATUTINO,PEDAGOGIA - 17A,ATIVO,A Especificar,Não Informada,Não,JF
65096,2023,1,PISM,Programa de Ingresso Seletivo Misto - Grupo E,Grupo E,CH,CIÊNCIAS HUMANAS,BRANCA,Feminino,JUIZ DE FORA,MATUTINO,PEDAGOGIA - 17A,ATIVO,A Especificar,Não Informada,Não,JF
65097,2023,1,PISM,Programa de Ingresso Seletivo Misto - Grupo C,Grupo C,CH,CIÊNCIAS HUMANAS,BRANCA,Feminino,JUIZ DE FORA,MATUTINO,PEDAGOGIA - 17A,ATIVO,A Especificar,Não Informada,Não,JF
65099,2023,2,SISU,SISU - GRUPO C,Grupo C,CSA,CIÊNCIAS SOCIAIS APLICADAS,PARDA,Feminino,JUIZ DE FORA,NOTURNO,SERVIÇO SOCIAL - 68A,ATIVO,A Especificar,Não Informada,Não,JF
65100,2023,2,SISU,SISU - GRUPO D,Grupo D,CS,CIÊNCIAS DA SAÚDE,PRETA,Feminino,JUIZ DE FORA,INTEGRAL,MEDICINA VETERINÁRIA - 87A,ATIVO,A Especificar,Não Informada,Não,JF
65102,2023,2,SISU,SISU - GRUPO B,Grupo B,CS,CIÊNCIAS DA SAÚDE,PARDA,Feminino,JUIZ DE FORA,INTEGRAL,MEDICINA VETERINÁRIA - 87A,ATIVO,A Especificar,Não Informada,Não,JF
65103,2023,2,SISU,SISU - GRUPO D,Grupo D,CS,CIÊNCIAS DA SAÚDE,PRETA,Feminino,JUIZ DE FORA,INTEGRAL,MEDICINA VETERINÁRIA - 87A,ATIVO,A Especificar,Não Informada,Não,JF
65104,2023,2,PISM,Programa de Ingresso Seletivo Misto - Grupo E,Grupo E,CS,CIÊNCIAS DA SAÚDE,BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,MEDICINA VETERINÁRIA - 87A,ATIVO,A Especificar,Não Informada,Não,JF
65107,2023,2,PISM,Programa de Ingresso Seletivo Misto - Grupo C,Grupo C,CSA,CIÊNCIAS SOCIAIS APLICADAS,BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,DIREITO - 04A,ATIVO,A Especificar,Não Informada,Não,JF
65110,2023,2,PISM,Programa de Ingresso Seletivo Misto - Grupo D,Grupo D,CSA,CIÊNCIAS SOCIAIS APLICADAS,PARDA,Feminino,JUIZ DE FORA,INTEGRAL,DIREITO - 04A,ATIVO,A Especificar,Não Informada,Não,JF
65111,2023,2,PISM,Programa de Ingresso Seletivo Misto - Grupo C,Grupo C,CSA,CIÊNCIAS SOCIAIS APLICADAS,BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,DIREITO - 04A,ATIVO,A Especificar,Não Informada,Não,JF
65112,2023,2,PISM,Programa de Ingresso Seletivo Misto - Grupo B,Grupo B,CSA,CIÊNCIAS SOCIAIS APLICADAS,BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,DIREITO - 04A,ATIVO,A Especificar,Não Informada,Não,JF
65113,2023,2,PISM,Programa de Ingresso Seletivo Misto - Grupo C,Grupo C,CSA,CIÊNCIAS SOCIAIS APLICADAS,BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,DIREITO - 04A,ATIVO,A Especificar,Não Informada,Não,JF
65114,2023,2,PISM,Programa de Ingresso Seletivo Misto - Grupo E,Grupo E,CSA,CIÊNCIAS SOCIAIS APLICADAS,BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,DIREITO - 04A,ATIVO,A Especificar,Não Informada,Não,JF
65115,2023,2,PISM,Programa de Ingresso Seletivo Misto - Grupo C,Grupo C,CSA,CIÊNCIAS SOCIAIS APLICADAS,BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,DIREITO - 04A,ATIVO,A Especificar,Não Informada,Não,JF
65117,2023,2,PISM,Programa de Ingresso Seletivo Misto - Grupo C,Grupo C,CSA,CIÊNCIAS SOCIAIS APLICADAS,BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,DIREITO - 04A,ATIVO,A Especificar,Não Informada,Não,JF
65118,2023,2,PISM,Programa de Ingresso Seletivo Misto - Grupo C,Grupo C,CSA,CIÊNCIAS SOCIAIS APLICADAS,BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,DIREITO - 04A,ATIVO,A Especificar,Não Informada,Não,JF
65120,2023,2,PISM,Programa de Ingresso Seletivo Misto - Grupo E,Grupo E,CSA,CIÊNCIAS SOCIAIS APLICADAS,BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,DIREITO - 04A,ATIVO,A Especificar,Não Informada,Não,JF
65122,2026,1,VAGA OCIOSA,Mudança de Curso,Não se aplica,CSA,CIÊNCIAS SOCIAIS APLICADAS,BRANCA,Feminino,JUIZ DE FORA,NOTURNO,SERVIÇO SOCIAL - 68A,ATIVO,A Especificar,Não Informada,Não,JF
65123,2023,2,PISM,Programa de Ingresso Seletivo Misto - Grupo B,Grupo B,CS,CIÊNCIAS DA SAÚDE,BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,ENFERMAGEM - 23A,ATIVO,A Especificar,Não Informada,Não,JF
65124,2023,2,PISM,Programa de Ingresso Seletivo Misto - Grupo C,Grupo C,CS,CIÊNCIAS DA SAÚDE,BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,ENFERMAGEM - 23A,ATIVO,A Especificar,Não Informada,Não,JF
65125,2023,2,PISM,Programa de Ingresso Seletivo Misto - Grupo D,Grupo D,CS,CIÊNCIAS DA SAÚDE,PRETA,Feminino,JUIZ DE FORA,INTEGRAL,ENFERMAGEM - 23A,ATIVO,A Especificar,Não Informada,Não,JF
65126,2023,2,PISM,Programa de Ingresso Seletivo Misto - Grupo C,Grupo C,CS,CIÊNCIAS DA SAÚDE,BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,ENFERMAGEM - 23A,ATIVO,A Especificar,Não Informada,Não,JF
65129,2023,2,PISM,Programa de Ingresso Seletivo Misto - Grupo E,Grupo E,CS,CIÊNCIAS DA SAÚDE,OUTRA,Feminino,JUIZ DE FORA,INTEGRAL,ENFERMAGEM - 23A,ATIVO,A Especificar,Não Informada,Não,JF
65130,2023,2,PISM,Programa de Ingresso Seletivo Misto - Grupo C,Grupo C,CS,CIÊNCIAS DA SAÚDE,BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,FISIOTERAPIA - 20A,ATIVO,A Especificar,Não Informada,Não,JF
65131,2023,2,PISM,Programa de Ingresso Seletivo Misto - Grupo B,Grupo B,CS,CIÊNCIAS DA SAÚDE,BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,FISIOTERAPIA - 20A,ATIVO,A Especificar,Não Informada,Não,JF
65132,2023,2,PISM,Programa de Ingresso Seletivo Misto - Grupo C,Grupo C,CS,CIÊNCIAS DA SAÚDE,BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,FISIOTERAPIA - 20A,ATIVO,A Especificar,Não Informada,Não,JF
65133,2023,2,PISM,Programa de Ingresso Seletivo Misto - Grupo C,Grupo C,CS,CIÊNCIAS DA SAÚDE,BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,FISIOTERAPIA - 20A,ATIVO,A Especificar,Não Informada,Não,JF
65136,2023,2,PISM,Programa de Ingresso Seletivo Misto - Grupo A,Grupo A,CS,CIÊNCIAS DA SAÚDE,PRETA,Feminino,JUIZ DE FORA,INTEGRAL,FISIOTERAPIA - 20A,ATIVO,A Especificar,Não Informada,Não,JF
65139,2023,1,PISM,Programa de Ingresso Seletivo Misto - Grupo E,Grupo E,CSA,CIÊNCIAS SOCIAIS APLICADAS,BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,CIÊNCIAS ECONÔMICAS - 05A,ATIVO,A Especificar,Não Informada,Não,JF
65143,2023,1,PISM,Programa de Ingresso Seletivo Misto - Grupo C,Grupo C,CSA,CIÊNCIAS SOCIAIS APLICADAS,BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,CIÊNCIAS ECONÔMICAS - 05A,ATIVO,A Especificar,Não Informada,Não,JF
65144,2023,1,PISM,Programa de Ingresso Seletivo Misto - Grupo C,Grupo C,CSA,CIÊNCIAS SOCIAIS APLICADAS,AMARELA,Feminino,JUIZ DE FORA,INTEGRAL,CIÊNCIAS ECONÔMICAS - 05A,ATIVO,A Especificar,Não Informada,Não,JF
65148,2023,1,PISM,Programa de Ingresso Seletivo Misto - Grupo E,Grupo E,CSA,CIÊNCIAS SOCIAIS APLICADAS,BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,CIÊNCIAS ECONÔMICAS - 05A,ATIVO,A Especificar,Não Informada,Não,JF
65149,2023,1,PISM,Programa de Ingresso Seletivo Misto - Grupo C,Grupo C,CSA,CIÊNCIAS SOCIAIS APLICADAS,BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,CIÊNCIAS ECONÔMICAS - 05A,ATIVO,A Especificar,Não Informada,Não,JF
65150,2023,1,PISM,Programa de Ingresso Seletivo Misto - Grupo C,Grupo C,CSA,CIÊNCIAS SOCIAIS APLICADAS,PRETA,Feminino,JUIZ DE FORA,INTEGRAL,CIÊNCIAS ECONÔMICAS - 05A,ATIVO,A Especificar,Não Informada,Não,JF
65151,2023,1,PISM,Programa de Ingresso Seletivo Misto - Grupo C,Grupo C,CSA,CIÊNCIAS SOCIAIS APLICADAS,BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,CIÊNCIAS ECONÔMICAS - 05A,ATIVO,A Especificar,Não Informada,Não,JF
65159,2024,1,SISU,SISU - GRUPO C,Grupo C,CH,CIÊNCIAS HUMANAS,BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,HISTÓRIA - 11L,ATIVO,A Especificar,Não Informada,Não,JF
65175,2023,1,SISU,SISU - GRUPO C,Grupo C,LLA,"LINGÜÍSTICA, LETRAS E ARTES",BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,LETRAS - 13LIN,ATIVO,A Especificar,Não Informada,Não,JF
65176,2023,1,SISU,SISU - GRUPO C,Grupo C,LLA,"LINGÜÍSTICA, LETRAS E ARTES",BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,LETRAS - 13LPO/ES,ATIVO,A Especificar,Não Informada,Não,JF
65180,2023,1,SISU,SISU - GRUPO C,Grupo C,LLA,"LINGÜÍSTICA, LETRAS E ARTES",BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,LETRAS - 13LPO/FR,ATIVO,A Especificar,Não Informada,Não,JF
65182,2025,1,VAGA OCIOSA,Mudança de Curso,Não se aplica,LLA,"LINGÜÍSTICA, LETRAS E ARTES",BRANCA,Feminino,JUIZ DE FORA,NOTURNO,LETRAS - 29LPO,ATIVO,A Especificar,Não Informada,Não,JF
65189,2023,1,SISU,SISU - GRUPO C,Grupo C,CSA,CIÊNCIAS SOCIAIS APLICADAS,BRANCA,Feminino,JUIZ DE FORA,NOTURNO,ADMINISTRAÇÃO - 46A,ATIVO,A Especificar,Não Informada,Não,JF
65195,2023,1,SISU,SISU - GRUPO C,Grupo C,CSA,CIÊNCIAS SOCIAIS APLICADAS,BRANCA,Feminino,JUIZ DE FORA,MATUTINO,SERVIÇO SOCIAL - 19A,ATIVO,A Especificar,Não Informada,Não,JF
65196,2023,1,PISM,Programa de Ingresso Seletivo Misto - Grupo C,Grupo C,CSA,CIÊNCIAS SOCIAIS APLICADAS,BRANCA,Feminino,JUIZ DE FORA,NOTURNO,JORNALISMO - 85A,ATIVO,A Especificar,Não Informada,Não,JF
65198,2023,1,SISU,SISU - GRUPO C,Grupo C,CSA,CIÊNCIAS SOCIAIS APLICADAS,PRETA,Feminino,JUIZ DE FORA,MATUTINO,SERVIÇO SOCIAL - 19A,ATIVO,A Especificar,Não Informada,Não,JF
65199,2023,1,SISU,SISU - GRUPO C,Grupo C,CSA,CIÊNCIAS SOCIAIS APLICADAS,PARDA,Feminino,JUIZ DE FORA,MATUTINO,SERVIÇO SOCIAL - 19A,ATIVO,A Especificar,Não Informada,Não,JF
65201,2023,2,SISU,SISU - GRUPO D,Grupo D,CS,CIÊNCIAS DA SAÚDE,PARDA,Feminino,JUIZ DE FORA,INTEGRAL,MEDICINA VETERINÁRIA - 87A,ATIVO,A Especificar,Não Informada,Não,JF
65205,2023,2,SISU,SISU - GRUPO B,Grupo B,ECC,ENGENHARIAS,PARDA,Feminino,JUIZ DE FORA,INTEGRAL,ENGENHARIA ELÉTRICA - SISTEMAS DE POTÊNCIA - 65J,ATIVO,A Especificar,Não Informada,Não,JF
65225,2023,1,SISU,SISU - GRUPO C,Grupo C,CSA,CIÊNCIAS SOCIAIS APLICADAS,BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,ADMINISTRAÇÃO - 26A,ATIVO,A Especificar,Não Informada,Não,JF
65226,2023,1,SISU,SISU - GRUPO C,Grupo C,CSA,CIÊNCIAS SOCIAIS APLICADAS,BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,ADMINISTRAÇÃO - 26A,ATIVO,A Especificar,Não Informada,Não,JF
65227,2023,1,SISU,SISU - GRUPO C,Grupo C,CSA,CIÊNCIAS SOCIAIS APLICADAS,PARDA,Feminino,JUIZ DE FORA,INTEGRAL,ADMINISTRAÇÃO - 26A,ATIVO,A Especificar,Não Informada,Não,JF
65229,2023,1,SISU,SISU - GRUPO C,Grupo C,LLA,"LINGÜÍSTICA, LETRAS E ARTES",BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,BACHARELADO EM MODA - 95A,ATIVO,A Especificar,Não Informada,Não,JF
65230,2023,1,SISU,SISU - GRUPO C,Grupo C,LLA,"LINGÜÍSTICA, LETRAS E ARTES",BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,BACHARELADO EM MODA - 95A,ATIVO,A Especificar,Não Informada,Não,JF
65231,2023,1,SISU,SISU - GRUPO C,Grupo C,LLA,"LINGÜÍSTICA, LETRAS E ARTES",PARDA,Feminino,JUIZ DE FORA,INTEGRAL,BACHARELADO EM MODA - 95A,ATIVO,A Especificar,Não Informada,Não,JF
65232,2023,1,SISU,SISU - GRUPO C,Grupo C,LLA,"LINGÜÍSTICA, LETRAS E ARTES",BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,BACHARELADO EM MODA - 95A,ATIVO,A Especificar,Não Informada,Não,JF
65233,2023,1,SISU,SISU - GRUPO C,Grupo C,LLA,"LINGÜÍSTICA, LETRAS E ARTES",BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,BACHARELADO EM MODA - 95A,ATIVO,A Especificar,Não Informada,Não,JF
65234,2023,2,SISU,SISU - GRUPO C,Grupo C,CB,CIÊNCIAS BIOLÓGICAS,PRETA,Feminino,JUIZ DE FORA,INTEGRAL,CIÊNCIAS BIOLÓGICAS - 01L,ATIVO,A Especificar,Não Informada,Não,JF
65235,2024,1,VAGA OCIOSA,Matrícula como Graduado,Vaga Ociosa,CH,CIÊNCIAS HUMANAS,BRANCA,Feminino,JUIZ DE FORA,NOTURNO,BACHARELADO INTERDISCIPLINAR EM CIÊNCIAS HUMANAS - 73A,ATIVO,A Especificar,Não Informada,Não,JF
65244,2023,1,PISM,Programa de Ingresso Seletivo Misto - Grupo C,Grupo C,CSA,CIÊNCIAS SOCIAIS APLICADAS,BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,CIÊNCIAS ECONÔMICAS - 05A,ATIVO,A Especificar,Não Informada,Não,JF
65245,2023,1,PISM,Programa de Ingresso Seletivo Misto - Grupo C,Grupo C,CSA,CIÊNCIAS SOCIAIS APLICADAS,BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,CIÊNCIAS ECONÔMICAS - 05A,ATIVO,A Especificar,Não Informada,Não,JF
65253,2023,1,SISU,SISU - GRUPO C,Grupo C,CS,CIÊNCIAS DA SAÚDE,BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,FISIOTERAPIA - 20A,ATIVO,A Especificar,Não Informada,Não,JF
65257,2024,1,SISU,SISU - GRUPO C,Grupo C,CSA,CIÊNCIAS SOCIAIS APLICADAS,BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,CIÊNCIAS ECONÔMICAS - 05A,ATIVO,A Especificar,Não Informada,Não,JF
65269,2025,2,SISU,SISU - GRUPO D VG Edital,Grupo D,CSA,CIÊNCIAS SOCIAIS APLICADAS,PRETA,Feminino,JUIZ DE FORA,INTEGRAL,JORNALISMO - 84A,ATIVO,A Especificar,Não Informada,Não,JF
65272,2023,1,SISU,SISU - GRUPO B,Grupo B,ECC,ENGENHARIAS,BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,ENGENHARIA ELÉTRICA -  TELECOMUNICAÇÕES - 65L,ATIVO,A Especificar,Não Informada,Não,JF
65275,2023,1,SISU,SISU - GRUPO A,Grupo A,ECC,ENGENHARIAS,PARDA,Feminino,JUIZ DE FORA,INTEGRAL,ENGENHARIA ELÉTRICA -  TELECOMUNICAÇÕES - 65L,ATIVO,A Especificar,Não Informada,Não,JF
65281,2023,1,SISU,SISU - GRUPO B,Grupo B,CET,CIÊNCIAS EXATAS E DA TERRA,PARDA,Feminino,JUIZ DE FORA,INTEGRAL,FÍSICA - 65EB,ATIVO,A Especificar,Não Informada,Não,JF
65291,2023,1,SISU,SISU - GRUPO D,Grupo D,CSA,CIÊNCIAS SOCIAIS APLICADAS,PARDA,Feminino,JUIZ DE FORA,MATUTINO,SERVIÇO SOCIAL - 19A,ATIVO,A Especificar,Não Informada,Não,JF
65292,2023,1,SISU,SISU - GRUPO B,Grupo B,CSA,CIÊNCIAS SOCIAIS APLICADAS,BRANCA,Feminino,JUIZ DE FORA,MATUTINO,SERVIÇO SOCIAL - 19A,ATIVO,A Especificar,Não Informada,Não,JF
65294,2025,1,VAGA OCIOSA,Mudança de Curso,Não se aplica,CSA,CIÊNCIAS SOCIAIS APLICADAS,BRANCA,Feminino,JUIZ DE FORA,NOTURNO,DIREITO - 34A,ATIVO,A Especificar,Não Informada,Não,JF
65295,2023,1,SISU,SISU - GRUPO C,Grupo C,CSA,CIÊNCIAS SOCIAIS APLICADAS,BRANCA,Feminino,JUIZ DE FORA,MATUTINO,SERVIÇO SOCIAL - 19A,ATIVO,A Especificar,Não Informada,Não,JF
65296,2023,1,SISU,SISU - GRUPO C,Grupo C,CSA,CIÊNCIAS SOCIAIS APLICADAS,PARDA,Feminino,JUIZ DE FORA,INTEGRAL,CIÊNCIAS CONTÁBEIS - 77A,ATIVO,A Especificar,Não Informada,Não,JF
65298,2023,1,SISU,SISU - GRUPO C,Grupo C,LLA,"LINGÜÍSTICA, LETRAS E ARTES",BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,CINEMA E AUDIOVISUAL - 97A,ATIVO,A Especificar,Não Informada,Não,JF
65299,2023,1,SISU,SISU - GRUPO A,Grupo A,LLA,"LINGÜÍSTICA, LETRAS E ARTES",PRETA,Feminino,JUIZ DE FORA,INTEGRAL,CINEMA E AUDIOVISUAL - 97A,ATIVO,A Especificar,Não Informada,Não,JF
65306,2023,2,VAGA OCIOSA,Transferência,Vaga Ociosa,CS,CIÊNCIAS DA SAÚDE,BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,ENFERMAGEM - 23A,ATIVO,A Especificar,Não Informada,Não,JF
65307,2022,1,VAGA OCIOSA,Transferência,Vaga Ociosa,CS,CIÊNCIAS DA SAÚDE,PARDA,Feminino,JUIZ DE FORA,INTEGRAL,ENFERMAGEM - 23A,ATIVO,A Especificar,Não Informada,Não,JF
65309,2022,2,VAGA OCIOSA,Transferência,Vaga Ociosa,CS,CIÊNCIAS DA SAÚDE,PARDA,Feminino,JUIZ DE FORA,INTEGRAL,ENFERMAGEM - 23A,ATIVO,A Especificar,Não Informada,Não,JF
65313,2021,1,VAGA OCIOSA,Transferência,Vaga Ociosa,CS,CIÊNCIAS DA SAÚDE,BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,NUTRIÇÃO - 64A,ATIVO,A Especificar,Não Informada,Não,JF
65317,2023,2,VAGA OCIOSA,Transferência,Vaga Ociosa,CS,CIÊNCIAS DA SAÚDE,PRETA,Feminino,JUIZ DE FORA,INTEGRAL,ENFERMAGEM - 23A,ATIVO,A Especificar,Não Informada,Não,JF
65318,2023,2,VAGA OCIOSA,Transferência,Vaga Ociosa,CS,CIÊNCIAS DA SAÚDE,BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,ENFERMAGEM - 23A,ATIVO,A Especificar,Não Informada,Não,JF
65320,2023,2,VAGA OCIOSA,Transferência,Vaga Ociosa,CS,CIÊNCIAS DA SAÚDE,PARDA,Feminino,JUIZ DE FORA,INTEGRAL,ENFERMAGEM - 23A,ATIVO,A Especificar,Não Informada,Não,JF
65322,2024,1,VAGA OCIOSA,Transferência,Vaga Ociosa,CSA,CIÊNCIAS SOCIAIS APLICADAS,BRANCA,Feminino,JUIZ DE FORA,NOTURNO,CIÊNCIAS CONTÁBEIS - 78A,ATIVO,A Especificar,Não Informada,Não,JF
65362,2023,2,SISU,SISU - GRUPO C,Grupo C,CS,CIÊNCIAS DA SAÚDE,BRANCA,Feminino,JUIZ DE FORA,INTEGRAL,ENFERMAGEM - 23A,ATIVO,A Especificar,Não Informada,Não,JF
